acn,Report_1_Synopsis,Assessments_Primary_Problem
2063947,ERJ-175 Captain reported being unfamiliar with the departure procedures and did not follow the obstacle procedures upon departure; which resulted in crossing the VOR lower than the required altitude.,Human Factors
2033075,N90 TRACON Controller reported an aircraft failed to follow the Kennedy 5 Departure; resulting in a course deviation that put the aircraft into potential conflict with LGA arrivals. Controller vectored the aircraft back to JFK airspace.,Human Factors
1909504,Flight crew reported loss of fluid from the left hydraulic system in flight. After completing the required checklists the flight crew elected to continue to destination airport and made a safe landing.,Aircraft
2154992,M20F pilot reported another aircraft taking evasive action to avoid a collision with them; they landed safely at the airport.,Human Factors
2019440,PA-44-180 instructor and student pilot reported a conflict with agricultural aircraft taking off in the opposite direction on a training flight at an uncontrolled airport who was not communicating on the frequency. The instructor rejected the takeoff and maneuvered to the side of the runway; as the agriculture aircraft passed overhead; then taxied off the runway with a blown tire.,Procedure
1906020,Flight Instructor in the pattern at a non-towered airport reported taking evasive action to avoid another aircraft on downwind which turned directly toward their flight path.,Human Factors
2155849,Air carrier ground personnel reported two airways bills were improperly manifested at departure airport. The shipments contained Pharmaceutical items ultimately arrived at the wrong airport without required DG documents and missing required DG labels.,Human Factors
2084380,B787 First Officer reported a CFTT event and an unstabilized approach while Captain was hand flying a visual approach.  Pilot reported full scale 'low' deviation on glide slope; an improperly set altitude alerter during event and the need to climb to return to glide slope.,Human Factors
2046502,Air carrier Captain reported descending too low on the approach and triggering a ground proximity warning. The glideslope at the airport was out of service and the flight crew missed that information in the NOTAMs.,Chart Or Publication
2185170,C172 Flight Instructor on a training flight with student reported a near miss with another aircraft.,Human Factors
2060024,"Pilot reported a taxiway incursion at CRQ resulted from confusion of a blue box"" with a 'blue line' to taxi to the customs ramp.""",Chart Or Publication
1798875,Air Carrier First Officer reported a baggage cart drove in front of the aircraft as it was taxiing to parking in the ramp and they had to brake to avoid.,Human Factors
2144690,B777 Captain reported a battery-powered wheelchair was incorrectly filled in on a tag form; leading to the flight crew requesting assistance from Operations. A Baggage Handler then came on board to verify and correct the tag information.,Human Factors
1906667,A300 Captain reported a Yellow Hydraulic system malfunction; rejected the takeoff; and returned to the gate for maintenance.,Aircraft
2111989,B737-700 pilot crew reported an in flight engine shutdown due to a loss of oil quantity.,Aircraft
2020704,Air taxi Captain reported during departure taxi another aircraft taxied toward them at a high rate of speed and did not give way as instructed by ATC. The Captain applied brakes firmly to avoid a collision.,Ambiguous
2232636,C680A aircraft Captain reported a CFTT incident during approach.,Human Factors
2111932,General aviation pilot reported a near miss when another aircraft entered the runway for takeoff while the pilot was on short final at a non-towered airport. The pilot performed a go around and landed safely.,Human Factors
1952580,B757 First Officer reported a pack temperature control problem expanded to the loss of both packs and cabin altitude control. The flight crew descended to 10;000 ft. and diverted to the nearest suitable airport.,Aircraft
1953884,Flight Instructor reported when lined up on runway for takeoff; a NORDO aircraft overflew them and landed. Pattern traffic warned instructor to not takeoff.,Airport
1978071,Part 107 UAS pilot reported having a near miss with a flock of birds and flew above their authorized LAANC approval altitude to avoid a collision.,Environment - Non Weather Related
2262412,A321 pilot reported dual flight management computer failure during cruise. Flight diverted and experienced two flat tires during landing.,Ambiguous
1901134,Mooney pilot reported diverting to the nearest suitable airport after experiencing a rough running engine.,Aircraft
2234289,C150 Flight Instructor on training flight with student reported a near miss with another aircraft in the airport traffic pattern.,Human Factors
2104079,Air carrier Captain reported a critical ground conflict while following Tower's clearance to cross a closed runway. A truck drove in front of the aircraft causing the flight to stop abruptly.,Human Factors
2300585,Air carrier crew reported an NMAC at BOS during initial climb when another aircraft executed a go-around on an intersecting runway.,Human Factors
2210741,PA28 student pilot reported loss of directional control on takeoff that resulted in a runway excursion and minor damage to that aircraft.,Human Factors
2141005,A C172 pilot reported while landing at a non towered airport they lost control of the aircraft resulting in a runway excursion.,Human Factors
1951887,Air Carrier pilot taxiing to the ramp at SLC reported Tower taxi instructions did not correlate with the 10-9 chart depiction.,Chart Or Publication
