acn,Report_1_Synopsis,Assessments_Primary_Problem
2039976,Air carrier Captain reported GPS jamming in international airspace at cruise altitude. The Captain indicated the GPS jamming lasted for approximately 20 minutes.,ATC Equipment / Nav Facility / Buildings
2292626,Air carrier First Officer reported an NMAC during arrival with what was possibly a UAS. No evasive action was taken.,Environment - Non Weather Related
1810636,EWR Tower Controller reported solar glare approximately 1.4 miles S/SE of EWR Tower.,Environment - Non Weather Related
2045039,Pilot reported inadvertently using a paved area for taxi rather than the correct taxiway due to a lack of clear markings at a non-towered airport.,Airport
2017846,Pilot reported reoccurring difficulties in communicating with ZMP ARTCC via multiple frequencies in the vicinity of MBL airport.,ATC Equipment / Nav Facility / Buildings
2054047,HA420 flight crew reported performing a go-around due to traffic conflict and upon being in the traffic pattern for another approach; may have violated Class C airspace.,Airport
1864300,Air carrier First Officer reported there are two possible boundary lines for the pad area at ORD airport and the chart does not specify which one to use.,Chart Or Publication
1813060,EMB-175 Captain reported confusion during taxi into the gate because of multiple lead in lines and marshaller standing by while the crew used Safedock.,Airport
2047145,Air carrier Captain reported during arrival on PHX BRUSR 1 STAR they were given a confusing clearance for a visual approach for Runway 8. Flight crew was using RNAV Runway 8 approach which reportedly does not share a common fix with BRUSR 1 STAR to provide continuity; but the ILS Runway approach 8 does. The Captain stated the approaches are so similar; the inbound fixes should be the same.,Chart Or Publication
2134728,Pilot taxiing from FBO at LUK mistakenly entered Runway 21. The reporter cited confusing signage as one of the factors.,Airport
2258697,General aviation pilot preparing for departure at CLS reported communication with Seattle Approach was extremely poor on the ground and remained poor even after departure.,ATC Equipment / Nav Facility / Buildings
1961277,Air Carrier Flight Crew reported anomaly with FMS equipment possibly due to 5G interference during climbout.,Software and Automation
1805190,Reporter states that due to congestion on the hangar floor; a larger man lift was used to conduct maintenance and resulted in damage to the aircraft.,Equipment / Tooling
1784801,Air Carrier First Officer reported an RA event and blocked ATC communications due to possible COVID-19 ATC staffing issues.,Staffing
1878772,B737 MAX First Officer reported the maintenance procedure to manage electric hydraulic pumps is not included in pilot manuals; resulting in non standard brake accumulator pressure variance.,Manuals
1936414,D01 TRACON Controller reported a busy session with another sector controller that led to communication issues and a TCAS RA/NMAC.,Environment - Non Weather Related
1785324,Tower Controller reported low staffing levels during periods of complex traffic combined with undue outside pressures have created an unsafe situation.,Environment - Non Weather Related
1917705,An air carrier pilot descending into MCO reported they deviated from their assigned clearance due to navigating to NICKI intersection instead of MICKI Intersection.,Chart Or Publication
1965815,Technician reported an aircraft returned to the gate after flight control checks revealed both Out Board Ailerons were not functional. Maintenance reset circuit breakers and the plane blocked back out.,MEL
1955940,Part 107 UAS pilot reported a flock of birds circled the UAS during its descent. One of the birds struck and cracked a single prop. The UAS landed without further damage.,Environment - Non Weather Related
2178190,Air carrier Captain reported GPS interference and the GPS began to malfunction in cruise; and ATC advised the flight crew of GPS interference. The GPS returned later in the flight and RNP was back to normal.,ATC Equipment / Nav Facility / Buildings
2050753,Air taxi Captain reported fixes on the approach were not loaded and they descended below published altitudes resulting in a Low Altitude Alert from ATC.,Software and Automation
2030044,Pilot reported routinely losing communications with the NCT sector south of the KLIDE intersection in flight. After regaining contact; a conversation with the Controller revealed this is a known problem in the area.,ATC Equipment / Nav Facility / Buildings
2104003,Pilot reported safety concerns landing at night on Runway 30 at CVN due to a powerline and tall fence near the approach end which does not have VASI equpment.,Airport
1819625,Pilot reported discrepancies between a NOTAM and the 10-7 page showing the opening time of the airport.,Chart Or Publication
2242422,Air carrier First Officer reported losing both GPS signals shortly before the top of descent into ABQ and did not regain GPS signal until final approach.,Environment - Non Weather Related
2233357,Flight crew reported being confused by the poor taxiway signage at DAL Airport and joined the wrong taxiway while taxiing to the runway.,ATC Equipment / Nav Facility / Buildings
2272178,A Center Controller reported Iowa City VOR and Ottawa Canada VOR identifier is IOW which resulted in a navigation error for an aircraft.,Chart Or Publication
